vendor_name,total_payment,projects,avg_cost,avg_risk,dataset_version
Sanket Sudhakar Khedekar,500000.0,1,500000.0,17.05,V1
BHABANI SHANKAR BARIK,500000.0,1,500000.0,17.05,V1
PRATAP KUMAR SENAPATI,500000.0,1,500000.0,17.05,V1
K BHASKAR REDDY,500000.0,1,500000.0,17.05,V1
RANJAN SAMANTARAY,500000.0,1,500000.0,17.05,V1
JORAJINA MUVADA GRAM PANCHAYAT,500000.0,1,500000.0,17.05,V1
JUNI BHILDI GRAM PANCHAYAT,500000.0,1,500000.0,17.05,V1
Mahadeviya Gram Panchayat,500000.0,2,250000.0,34.53,V1
GRAM PANCHAYAT DHAURABHATHA,500000.0,1,500000.0,17.05,V1
Waipin K Marak,500000.0,1,500000.0,17.05,V1
Ankaliya Gram Panchayat,500000.0,1,500000.0,17.05,V1
Chennaboina Anil Kumar,500000.0,1,500000.0,17.05,V1
Raghbir Singh,500000.0,1,500000.0,17.05,V1
Junior Engineer III,500000.0,2,250000.0,34.26,V1
Junior Engineer Ramanaguda,500000.0,2,250000.0,34.26,V1
TAVITI NAIDU REDDY,500000.0,1,500000.0,17.05,V1
B M CONSTRUCTION,500000.0,1,500000.0,17.05,V1
Raju Gogoi,500000.0,1,500000.0,17.05,V1
JYOTIMAYI PATTANAYAK,500000.0,1,500000.0,17.05,V1
GRAM PANCHAYAT KHAPARWADA,500000.0,1,500000.0,0.0,V1
GRAM PANCHAYAT KACHHOLI,500000.0,1,500000.0,17.05,V1
DINDAYAL MAJUR SAHKARI SANSTHA MARYADIT,500000.0,1,500000.0,17.05,V1
MUDETI GRAM PANCHAYAT,500000.0,1,500000.0,17.05,V1
shivshakti majoor co op society ltd,500000.0,1,500000.0,17.05,V1
gram panchayat ghiyar,500000.0,1,500000.0,17.05,V1
SUNIL KUMAR,500000.0,1,500000.0,17.05,V1
SARPANCH SHREE GRAM PANCHAYAT BHAGAD,500000.0,1,500000.0,0.0,V1
DIBAKAR BEHERA,500000.0,1,500000.0,17.05,V1
SAMA ABHISHEK REDDY,500000.0,1,500000.0,17.05,V1
kamalpur gram panchayat,500000.0,1,500000.0,34.33,V1
UNDVA GRAM PANCHAYAT,500000.0,1,500000.0,17.05,V1
JANARDHANA A,499985.0,1,499985.0,17.05,V1
GOLDEN CONSTRUCTION,499976.0,1,499976.0,17.05,V1
NARAYANA,499975.0,1,499975.0,17.05,V1
JAYARAMAIAH,499964.0,1,499964.0,17.05,V1
GAJANA GRAM PANCHAYAT,499963.0,1,499963.0,17.05,V1
SWAMI NARENDRA ELECTRICAL,499947.0,1,499947.0,17.05,V1
NARRAVULA ASMATH KUMAR,499937.0,1,499937.0,17.05,V1
Syed Rahamathulla,499927.0,1,499927.0,17.05,V1
RAVI NAIK,499914.0,1,499914.0,17.05,V1
KOTHARIYA GRAM PANCHAYAT,499912.0,1,499912.0,17.05,V1
CHULI GRAM PANCHAYAT,499909.0,1,499909.0,17.05,V1
Shubham Shankar Gaikwad,499908.0,1,499908.0,17.05,V1
Anunabh Corporation,499900.0,1,499900.0,17.05,V1
CHERUKURU CHINNA PENCHALAIAH,499887.0,1,499887.0,17.05,V1
K Bhagyalaxmi,499881.0,1,499881.0,17.05,V1
GAJANVAV GRAM PANCHAYAT,499873.0,1,499873.0,17.05,V1
Kondeti Vijayabhaskar,499857.0,1,499857.0,17.05,V1
SHRINIVASKUMAR GADIVADDAR,499844.0,1,499844.0,17.05,V1
Ms Dhillon Tile Factory,499821.0,1,499821.0,24.25,V1
SHIGU GEORGE,499817.0,1,499817.0,17.05,V1
UTHAYAN T,499812.0,1,499812.0,17.05,V1
GANGUN GRAM PANCHAYAT,499807.0,1,499807.0,17.05,V1
Gram Panchayat Kavitha,499787.0,1,499787.0,17.05,V1
Kadubai Sidram Magasvargiya Majoor Sahakari S Limited Latur,499737.0,1,499737.0,17.05,V1
Dasari Murali,499736.0,1,499736.0,17.05,V1
MAHENDRA ADHIKARI,499735.0,1,499735.0,17.05,V1
MICRO ENGINEERS,499724.0,1,499724.0,17.05,V1
Gavinolla Chandra Reddy,499722.0,1,499722.0,17.05,V1
L N Enterprises Yadunandan Yadav V K,499697.0,1,499697.0,17.05,V1
AJAYKUMAR A,499689.0,1,499689.0,17.05,V1
MADDISETTI SATYA PRASAD,499623.0,1,499623.0,17.05,V1
NARAYANA SHETTY,499617.0,1,499617.0,17.05,V1
B Jaya Prakash,499613.0,1,499613.0,17.05,V1
MANOHARA,499590.0,1,499590.0,17.05,V1
M P CONSTRUCTION,499580.0,2,249790.0,34.865,V1
DR RAM MANOHAR LOHIYA SHIKSHA SANSTHAN,499531.0,1,499531.0,17.05,V1
KEERTHISHA S K,499527.0,1,499527.0,17.05,V1
ANIL KUMAR HEGDE P,499485.0,1,499485.0,17.05,V1
RANGANATH V K,499478.0,1,499478.0,17.05,V1
DIPESH DAYARAM DALAVI,499415.0,1,499415.0,17.05,V1
BAVALI GRAM PANCHAYAT,499412.0,1,499412.0,17.05,V1
NAVA GHANSHYAMGADH GRAM PANCHAYAT,499406.0,1,499406.0,17.05,V1
PRESIDENT VILLAGE LEVEL COMMITTEE VATHALUR GP,499375.0,1,499375.0,17.05,V1
GRAM PANCHAYAT HAMAPUR,499262.0,1,499262.0,17.05,V1
SHRAVAN KUMAR SHETTY,499162.0,1,499162.0,17.05,V1
KEDARIYA GRAM PANCHAYAT,499087.0,1,499087.0,17.05,V1
S KHALENDAR BASHA,499058.0,1,499058.0,17.05,V1
DILIP KUMAR KUSHWAHA JE ZP LATEHAR,499037.0,2,249518.5,34.26,V1
MAROTI ELECTRICAL,499000.0,1,499000.0,17.05,V1
VED ELECTRICALS,499000.0,1,499000.0,17.05,V1
Kristhu Mahlia Pudupu Sangam,499000.0,1,499000.0,17.05,V1
GRAM PANCHAYAT PACHHTAR,498981.0,1,498981.0,17.05,V1
Contractor Bhagwat Singh Chundawat,498972.0,1,498972.0,17.05,V1
Galam Ravi,498851.0,1,498851.0,17.05,V1
Viswanadhula Naveen Kumar,498819.0,1,498819.0,17.05,V1
SREE GOKULAM HEALTHCARE PVT LTD,498750.0,1,498750.0,17.05,V1
Sidhu Cement Store Fatehgarh Channa,498740.0,1,498740.0,17.05,V1
GOGLA GRAM PANCHAYAT,498682.0,1,498682.0,17.05,V1
BIRADAR SIDDAPPA,498674.0,1,498674.0,17.05,V1
ANJANADRI ENTERPRISES,498667.0,1,498667.0,17.05,V1
Rajindera BKO,498630.0,1,498630.0,17.05,V1
V Indrasena,498542.0,1,498542.0,17.05,V1
MANJUNATH R KALAWAD,498497.0,1,498497.0,17.05,V1
NANDAKUMAR V,498401.0,1,498401.0,17.05,V1
Chesti Enterprises,498400.0,1,498400.0,17.05,V1
Swarna Narendra Kumar,498359.0,1,498359.0,17.05,V1
Devpara Gram Panchayat,498331.0,1,498331.0,17.05,V1
ARBM CONSTRUCTIONS,498320.0,1,498320.0,17.05,V1
Alapati satyanarayana,498247.0,1,498247.0,17.05,V1
Yelugoti chandra sekhar reddy,498197.0,1,498197.0,17.05,V1
JEEVAN KUMAR PERMANNUR,498174.0,1,498174.0,17.05,V1
NAVEEN HANAMANT WAGH,498113.0,1,498113.0,17.05,V1
V N Chaitanya,498077.0,1,498077.0,17.05,V1
UNIQUE ELECTRICAL,498000.0,1,498000.0,17.05,V1
CHINTHAKUNTA MANIGOPALREDDY,497980.0,1,497980.0,17.05,V1
k k stones and cement suppliers,497966.0,1,497966.0,17.05,V1
BISHNU CONSTRUCTION,497932.0,1,497932.0,17.05,V1
BASANTACON,497927.0,1,497927.0,17.05,V1
Chettukindhi Balaraju,497884.0,1,497884.0,17.05,V1
deepak kumar,497840.0,1,497840.0,17.05,V1
MAA NARMADA CONSTRUCTION,497735.0,1,497735.0,17.05,V1
Noushad P,497522.0,1,497522.0,17.05,V1
KRISHNA BARMEY SARKI19,497351.0,1,497351.0,7.2,V1
SHUBHAM SUDHAKAR MOHITE,497140.0,1,497140.0,17.05,V1
PRIYA MAJUR SHAKARI SANSTHA MARYADIT JALNA,497013.0,1,497013.0,17.05,V1
Shanthipriya MPS,496913.0,1,496913.0,17.05,V1
G soma sekhar Reddy,496494.0,1,496494.0,17.05,V1
P Raghavendar Reddy,496108.0,2,248054.0,34.26,V1
Ch Shramlaxmi Majur Sah Sanstha Ltd Waladgaon,496027.0,1,496027.0,17.05,V1
Gram Panchayat Karylay Talni Tq Hadgaon,495989.0,1,495989.0,17.05,V1
Mohammed Mehrooz Farhan Md Muneer Ahmed,495937.0,1,495937.0,17.05,V1
TAMADA VISWANADHAM,495433.0,1,495433.0,17.05,V1
GRAM PANCHYAT SATHUR,495109.0,1,495109.0,17.05,V1
Dharavath Kranthi Kumar,495109.0,1,495109.0,17.05,V1
sarpanch Gram panchayat khojalvasa,495000.0,1,495000.0,17.05,V1
gram panchayat gadi barod,494899.0,1,494899.0,8.68,V1
grampanchayat indora,494872.0,1,494872.0,17.05,V1
PABITRA MOHAN LENKA TC,494847.0,1,494847.0,17.05,V1
INDAR MOPRKASH,494567.0,1,494567.0,17.05,V1
Rahul S Waddar,494254.0,1,494254.0,17.05,V1
SAHAYAK ABHIYANTA AURANGABAD BIDHANSABHA KSHETRA,494054.0,1,494054.0,17.05,V1
GRAM PANCHAYAT KARYALAYA KHANDGAON HAMID,494000.0,1,494000.0,17.05,V1
GRAM PANCHAYAT KARYALAYA JAKAPUR TQ KANDHAR,494000.0,1,494000.0,17.05,V1
KASANA CONSTRUCTIONS,493853.0,1,493853.0,17.05,V1
KAILAS BABU,493790.0,1,493790.0,17.05,V1
Vangaveeti Ravindra Babu,493524.0,1,493524.0,17.05,V1
BHIMAPPA LANKESH BANDIVADDAR,493461.0,1,493461.0,17.05,V1
RAVI S KATNALLI,493254.0,1,493254.0,17.05,V1
Indroi Gram Panchayat,492857.0,1,492857.0,17.05,V1
PRASHANT K M,492252.0,1,492252.0,17.05,V1
bhushan raghunath gharat,492080.0,1,492080.0,17.05,V1
UTPAL SAIKIA,491743.0,1,491743.0,17.05,V1
NAGAR PALIKA PARISHAD BAGBAHARA,491700.0,1,491700.0,17.05,V1
Shivraj Contractor,491698.0,1,491698.0,17.05,V1
DEU BALAI,491529.0,1,491529.0,17.05,V1
Priya Khatik,491446.0,1,491446.0,17.05,V1
RAJESH M R,490958.0,1,490958.0,17.17,V1
MS RAJENDRA SINGH PURAWAT,490910.0,1,490910.0,17.17,V1
Deepak M B,490803.0,1,490803.0,17.17,V1
CHANDAN SINGH,490557.0,3,163519.0,45.22,V1
Grampanchayat Virva,490396.0,1,490396.0,17.17,V1
MUP Vaivakawn,490000.0,1,490000.0,17.17,V1
Gram Panchayat Ras,490000.0,1,490000.0,17.17,V1
T N ANANDA,490000.0,1,490000.0,17.17,V1
GRAM PANCHAYAT AJARPURA,489983.0,1,489983.0,17.17,V1
NIDHI ENTERPRISES,489900.0,1,489900.0,17.17,V1
G DAYAKAR,488636.0,1,488636.0,17.17,V1
THE SAHIL CO OPERATIVE LABOUR AND CONSTRUCTION SOCIETY LTD,488013.0,1,488013.0,16.88,V1
The shri Coop l and c society ltd,486703.0,1,486703.0,16.88,V1
HIMALAYAN CONSTRUCTION,486235.0,1,486235.0,16.88,V1
Dwivedi Traders,486230.0,1,486230.0,16.88,V1
ANATHA SAHOO,486157.0,1,486157.0,16.88,V1
CHHAPARI GRAM PANCHAYAT,485765.0,1,485765.0,16.88,V1
VAIBHAV ENTERPRISES ROOPAM RAI,480142.0,1,480142.0,16.88,V1
GHANSHYAMNAGAR GRAM PANCHAYAT,479985.0,1,479985.0,16.88,V1
Seetha,479711.0,1,479711.0,16.88,V1
SOUMEN DAS,479310.0,1,479310.0,16.88,V1
RAMBEER SINGH,479133.0,1,479133.0,16.88,V1
B D O BIJEPUR,476000.0,1,476000.0,16.88,V1
INDO FARM EQUIPEMENT LTD,475750.0,1,475750.0,0.0,V1
Project Director Nirmithi Kendra Chitradrga,475000.0,2,237500.0,34.77,V1
Surya Teja Bore wells,474808.0,1,474808.0,16.88,V1
GRAM PANCHAYAT zazori,474716.0,1,474716.0,16.88,V1
SHIVAJI ENTERPRISES,474340.0,1,474340.0,16.88,V1
G S Enterprises,473293.0,2,236646.5,34.4,V1
SUNIL KASHYAP,472708.0,1,472708.0,16.88,V1
Sanjaya Kumar Patel,472648.0,1,472648.0,16.88,V1
Shri Khetarpal Ji Projects And Suppliers,472019.0,1,472019.0,16.88,V1
Abdu Sadique I P,471975.0,1,471975.0,16.88,V1
rakesh kumawat,469928.0,1,469928.0,16.81,V1
Unitone Home Appliances,465511.0,2,232755.5,34.4,V1
Saurabh Verma,465268.0,1,465268.0,16.81,V1
Ramkishan Dubey,465157.0,1,465157.0,16.81,V1
Prosanta Hatibaruah,463900.0,1,463900.0,16.81,V1
PVS AND COMPANY,459743.0,1,459743.0,16.81,V1
Rajive C K,456779.0,1,456779.0,16.81,V1
BADARI PRASAD SHIKSHA PRASAR SAMITI SUTI SUKARAULI,456500.0,1,456500.0,16.81,V1
Sarabjit Singh so Tulsa Singh,455728.0,1,455728.0,16.81,V1
Sarpanh gram panchyat ilmidi,455140.0,1,455140.0,16.74,V1
Sri Venkateswara Constructions,454338.0,1,454338.0,16.74,V1
LAKSHMANAN C,453160.0,1,453160.0,16.74,V1
PITHA HANSDAH,451220.0,1,451220.0,16.74,V1
PRABIR KUMAR RAKSHIT,450683.0,1,450683.0,16.74,V1
JOGINDER GOVT CONTRACTOR,450487.0,1,450487.0,16.74,V1
KUNDANAM INDUSTRIES,450391.0,1,450391.0,23.94,V1
SARPANCH GRAMPANCHAYAT KALAMTHA,450000.0,1,450000.0,0.0,V1
LADOL GRAM PANCHAYAT,450000.0,3,150000.0,45.98333333333333,V1
SARPANCH GRAM PANCHAYAT SENDURAS,450000.0,2,225000.0,35.405,V1
sarpanchgram panchayat gadiya,450000.0,1,450000.0,16.74,V1
chokari Grampanchayat,450000.0,1,450000.0,16.74,V1
VLC PRESIDENT REDDIVARIPALLI GP,449930.0,1,449930.0,16.74,V1
Highstone Technologies Private Limited,449900.0,1,449900.0,16.74,V1
isdra gram panchayat,449439.0,1,449439.0,16.74,V1
Diganta Barthakur,449243.0,1,449243.0,16.74,V1
Giri Construction,448508.0,1,448508.0,16.74,V1
P B Construction prop Dilip Bhunia,447167.0,1,447167.0,16.74,V1
VIKAS CONSTRUCTIONS,446691.0,1,446691.0,16.74,V1
HIRAL CONSTRUCTION,446339.0,3,148779.66666666666,43.99666666666667,V1
P RAVEENDRAKUMAR,445468.0,1,445468.0,16.74,V1
Madavi Bheer Shaw,441862.0,1,441862.0,16.74,V1
SANWARIYA CONSTRUCTION,440462.0,1,440462.0,16.74,V1
Sukanta Enterprise,440458.0,1,440458.0,16.74,V1
MS SUSHMA CONSTRUCTION,440400.0,1,440400.0,16.74,V1
WIN POWER CONSTRUCTION CO,438500.0,1,438500.0,16.66,V1
PAL CONSTRUCTIONS,438297.0,1,438297.0,16.66,V1
GKNR Constructions and Man Power suppliers,436800.0,1,436800.0,16.66,V1
OM PRAKASH ARYA,436735.0,4,109183.75,47.3275,V1
TANISA ENTERPRISE,434369.0,1,434369.0,16.38,V1
D R CONSTRUCTION,433861.0,1,433861.0,16.38,V1
MATHEW M,433152.0,1,433152.0,10.14,V1
SUBRAT KUMAR MUKHI,431500.0,1,431500.0,16.23,V1
Gram Panchayat Kankapura,430237.0,1,430237.0,16.23,V1
Ankush Sharma,430200.0,4,107550.0,47.3875,V1
THE LAL KRIPA COOP LANDC SOCIETY LTD,428013.0,1,428013.0,16.23,V1
PESI PRIVATE LIMITED,426013.0,1,426013.0,16.23,V1
Sarpach gram panchyat murkinar,425000.0,1,425000.0,16.23,V1
JANTA INTER COLLEGE ASIDHAWA,425000.0,1,425000.0,16.23,V1
Vishri Construction And Paver Block,424168.0,1,424168.0,16.23,V1
SHIVSHANKAR MAJOOR SAHAKARI SANSTHA LIMITED,423406.0,1,423406.0,16.19,V1
Meero Construction Company,420004.0,1,420004.0,16.19,V1
gram panchayat bital,420000.0,1,420000.0,16.19,V1
Sai Manjula Agencies,419963.0,1,419963.0,16.19,V1
BALAGA SRIRAMULU,419938.0,2,209969.0,35.31,V1
HOTHIJI KHADBA GRAM PANCHAYAT,418982.0,1,418982.0,16.19,V1
KRISHNA TALWAR,417642.0,1,417642.0,16.19,V1
Abdul Wahid Magray,417000.0,1,417000.0,16.19,V1
MADHUSUDAN PARHI,416871.0,1,416871.0,16.19,V1
BINSU DANIEL,416286.0,1,416286.0,16.19,V1
EX SERVICEMEN ASSOCIATION,415577.0,1,415577.0,16.19,V1
MS SHERPUR BRICK KILN,414750.0,1,414750.0,23.39,V1
Namdev Avinash Nazare,413190.0,1,413190.0,16.19,V1
Sanjay Majur Sahkari Sanstha Maryadit,413099.0,1,413099.0,16.19,V1
SHRISHYAM ENTERPRISE,412534.0,1,412534.0,16.19,V1
SHARADA ENTERPRISES,410876.0,1,410876.0,16.19,V1
RELIABLE TRADERS,410242.0,1,410242.0,16.19,V1
SANGANAGOUD BIRADAR,410098.0,5,82019.6,48.0,V1
BIDYADHARA PATRA,409304.0,1,409304.0,16.19,V1
PATNAM NAGESH,408727.0,1,408727.0,16.19,V1
MS MADANPAL SINGH,407481.0,1,407481.0,16.35,V1
Aparna Construction and Suppliers,406316.0,1,406316.0,16.35,V1
Shri Ram Industries,405265.0,1,405265.0,16.35,V1
Daramvir Singh Contractor,405000.0,1,405000.0,16.35,V1
Sajeeesh kumar,403398.0,1,403398.0,16.35,V1
SANGAM CEMENT AGENCY,401863.0,1,401863.0,16.43,V1
jai maa construction and material suppliers,401413.0,1,401413.0,16.43,V1
ABUTURAAB ELECTRICAL ENGINEERING,400186.0,1,400186.0,16.43,V1
ABHOR GRAM PANCHAYAT,400000.0,1,400000.0,16.43,V1
SHAM LAL BAL MUKAND,400000.0,1,400000.0,16.43,V1
DHARPURA KHANT,400000.0,2,200000.0,34.03,V1
Temsu Ao,400000.0,1,400000.0,16.43,V1
SARPANCH SACHIV DP DHAURABHANTA,400000.0,1,400000.0,14.83,V1
GRAM PANCHAYAT AMLAWADBEEKA,400000.0,1,400000.0,16.43,V1
SAMPANGI NARSAIAH,400000.0,1,400000.0,16.43,V1
SARMISTA PANDA,400000.0,1,400000.0,16.43,V1
HARIPAR KERALA GRAM PANCHAYAT,400000.0,1,400000.0,16.43,V1
SHRI KADBAL GRAM PANCHAYAT,400000.0,1,400000.0,16.43,V1
VISALIYA GRAM PANCHAYAT,400000.0,1,400000.0,16.43,V1
Gaddam Ravikiran Reddy,400000.0,1,400000.0,16.43,V1
QUALITTY ENTERPRISES,400000.0,1,400000.0,16.43,V1
GRAM PANCHAYAT TADAVA,400000.0,1,400000.0,16.43,V1
RAJ KUMAR GHADAIPATRO,400000.0,1,400000.0,16.43,V1
SRI BANNARI AMMAN TRADERS,400000.0,1,400000.0,16.43,V1
GRAM PANCHAYT KHARRA,400000.0,1,400000.0,16.43,V1
Parevala Gram Panchayat,400000.0,1,400000.0,16.43,V1
BACCHI DEVI SHIVRAJ SINGH SIKSHA SEWA SANSTHAN,400000.0,1,400000.0,16.43,V1
PURUSOTTAM MEHER,400000.0,1,400000.0,16.43,V1
GRAM PANCHAYAT KHAMTRAI,400000.0,1,400000.0,16.43,V1
Gram Panchayat Amjhera janpad Panchayat sardarpur,400000.0,1,400000.0,16.43,V1
Moti Varnoli Gram Panchayat,400000.0,1,400000.0,16.43,V1
K RAMESH REDDY,400000.0,1,400000.0,16.43,V1
NARANPAR ROHA JUTH GRAM PANCHAYAT,400000.0,1,400000.0,16.43,V1
SARPANCH SACHIV GRAM PANCHAYAT GANYARI,400000.0,1,400000.0,16.43,V1
sarpanch sachiv nawagaongahira,400000.0,1,400000.0,16.43,V1
shree jambarvala gram panchayat,400000.0,1,400000.0,16.43,V1
SHREE GOREWALI JUTH GRAM PANCHAYAT,400000.0,1,400000.0,16.43,V1
SARPANCH SACHIV GRAM PANCHAYAT KUTHREL,400000.0,1,400000.0,16.43,V1
GHADKAN GRAM PANCHAYAT,400000.0,1,400000.0,16.43,V1
GRAM PANCHAYT DEVRI,400000.0,1,400000.0,16.43,V1
MORAGAR JUTH GRAM PANCHAYAT,400000.0,1,400000.0,16.43,V1
Block Development officer Nahan,400000.0,2,200000.0,34.88,V1
GRAM PANCHAYT GODGIRI,400000.0,1,400000.0,16.43,V1
GRAM PANCHAYAT TORLA,400000.0,1,400000.0,16.43,V1
NEW GARG ENTERPRISES,399974.0,1,399974.0,16.43,V1
N NALLATHAMBI,399890.0,1,399890.0,16.43,V1
M VELU,399772.0,1,399772.0,16.43,V1
Pachha Ajay,399605.0,1,399605.0,16.43,V1
SWARUP SARKAR,399582.0,1,399582.0,16.43,V1
DHUNADARA gram panchayat,399439.0,1,399439.0,16.43,V1
SHAPURAM GANESH,399284.0,1,399284.0,16.43,V1
ASSISTANT ENGINEER ISLAMPUR A C,398886.0,1,398886.0,16.43,V1
ASSISTANT ENGINEER HILSA A C,398826.0,1,398826.0,16.43,V1
RANGAMATI ENGINEERS CO OPERATIVE SOCIETY LTD,398628.0,1,398628.0,16.43,V1
SATGURU BUILDING,398600.0,1,398600.0,16.43,V1
YARAGARLA RADHAKRISHNA,398519.0,1,398519.0,16.43,V1
NINAD PRADIPRAO WANKHEDE,398363.0,1,398363.0,16.43,V1
SHRINIVAS S MAVINAKAI CONTRACTOR,398213.0,1,398213.0,16.43,V1
SHRI MOTABHADUKIYA GRAM PANCHAYAT,398074.0,1,398074.0,16.43,V1
ASMITHA SC LABOUR CONTRACT SOCIETY,397856.0,1,397856.0,16.43,V1
VEERANNA RAMPPA BARAKER,397413.0,1,397413.0,16.43,V1
BHOJRAJ MAJOOR SAH SANTHA SAWNER,397004.0,1,397004.0,16.43,V1
Shivaji Bhajantri,396375.0,1,396375.0,16.43,V1
Syed Mahammad Firoz Ali,396167.0,1,396167.0,16.43,V1
J K ENTERPRISES JALENDHAR,396124.0,1,396124.0,16.43,V1
RAJU YADAV,396117.0,1,396117.0,16.43,V1
simpi,395705.0,1,395705.0,16.43,V1
ABHIMANYU GIRI,395692.0,1,395692.0,16.43,V1
ASSISTANT ENGINEER KUSHESHWAR ASTHAN,394259.0,1,394259.0,16.43,V1
Balaji Construction,393597.0,1,393597.0,16.61,V1
Sasidharan K N,392894.0,1,392894.0,16.61,V1
JAYDEEP ENTERPRISE,391303.0,1,391303.0,16.71,V1
MS Suresh Chauhan,390238.0,1,390238.0,16.71,V1
GIGASAN GRAM PANCHAYAT,390000.0,1,390000.0,16.71,V1
Satya SaiKalyan Sewa Samiti,388763.0,1,388763.0,16.71,V1
BIJU M,385571.0,1,385571.0,16.71,V1
CHOUDHARY BHILDERS,385352.0,1,385352.0,16.71,V1
Ms Sikander Industries,384964.0,1,384964.0,23.91,V1
Vejandla Ekambareswara Rao,383578.0,2,191789.0,35.025,V1
ARUN DEVELOPERS,383500.0,1,383500.0,16.71,V1
SUNDARASU,382845.0,1,382845.0,16.71,V1
ram narayan enterprises,381544.0,1,381544.0,16.71,V1
AWADH CONSTRUCTIONS COMPANY,380590.0,2,190295.0,34.815,V1
JAMNA LAL DAROGA,380506.0,1,380506.0,16.71,V1
venkateswara rao ganesana,380097.0,1,380097.0,0.0,V1
SATWIK SHEELAVANT,377250.0,1,377250.0,16.71,V1
THE SHIVAM CO OP L AND C SOCIETY LTD,377197.0,1,377197.0,16.71,V1
DULFIKAR K V,377147.0,1,377147.0,16.71,V1
Gunta Ravi,376711.0,2,188355.5,34.629999999999995,V1
ROHTASH SINGH CONTRACTOR,376584.0,1,376584.0,11.3,V1
SANWARIYA BUILDING AND MATERIAL SUPPLIERS,375718.0,1,375718.0,16.71,V1
RAGHVENDRA MARUTI NAIK,375000.0,1,375000.0,16.71,V1
SHIVARAJ DYAVAPPA DANDIN,375000.0,1,375000.0,16.71,V1
GP CHANDEH,375000.0,1,375000.0,16.71,V1
B H Harish,375000.0,1,375000.0,16.71,V1
VIJAY S HODLUR,375000.0,1,375000.0,16.71,V1
MOUNESH,375000.0,1,375000.0,16.71,V1
Gram Panchayat Kathoda Fazalpur,375000.0,1,375000.0,16.71,V1
ABHISHEK JAMBU MOHITE,375000.0,1,375000.0,16.71,V1
NewDabbu Traders,375000.0,1,375000.0,16.71,V1
SOMANATH MALLAPPA HUNDRE,375000.0,1,375000.0,16.71,V1
BASAVARAJ GANAGAPPA AMBIGER,375000.0,1,375000.0,16.71,V1
RAVIKUMAR M,375000.0,1,375000.0,16.71,V1
GRAM PANCHAYT SARDA,375000.0,1,375000.0,16.71,V1
UMESH J,375000.0,1,375000.0,16.71,V1
SURAT BORGOYARY,375000.0,1,375000.0,16.71,V1
BEERAPPA S YANNI,375000.0,1,375000.0,16.71,V1
VINAYAK MANE,375000.0,1,375000.0,16.71,V1
Gram Panchayat Airan Mirjapur,375000.0,1,375000.0,16.71,V1
BASAVARAJ MAHANTESH PATIL,375000.0,1,375000.0,16.71,V1
ASANGEPPA HANUMANTAPPA BANDIWADDAR,375000.0,1,375000.0,16.71,V1
Shivkumar,375000.0,1,375000.0,16.71,V1
RAGHAVENDRA I NARAGATTI,375000.0,1,375000.0,16.71,V1
LINGANANDA TALAWAR URF HANCHINAMANI,375000.0,1,375000.0,16.71,V1
BASAVARAJU,375000.0,1,375000.0,16.71,V1
LINGAPPA,375000.0,1,375000.0,16.71,V1
ABHISHEK V GOUDAR,375000.0,1,375000.0,16.71,V1
B K Appanna,375000.0,2,187500.0,34.54,V1
GRAM PANCHAYAT DHANOURA,375000.0,1,375000.0,16.71,V1
GOVINDA NAYAK,375000.0,1,375000.0,16.71,V1
Gram Panchayat Chandwar,375000.0,1,375000.0,16.71,V1
SHRI SWAMI CONSTRUCTIONS PROP P C SHATAVAJI,375000.0,1,375000.0,16.71,V1
VINAYAK TAMMANACHE,375000.0,1,375000.0,16.71,V1
PANDIT,375000.0,2,187500.0,34.54,V1
MS SAUVYA ENTERPRISES,374627.0,1,374627.0,16.71,V1
GOVIND DAS ARYA,374442.0,3,124814.0,46.06,V1
PRALHAD,374250.0,1,374250.0,16.71,V1
SR Enterprises prop shahrukh,373538.0,1,373538.0,16.71,V1
BHAWANI ENTERPRISES,372672.0,1,372672.0,16.71,V1
Gram Panchayat Jaitpur Sekhpur,371569.0,1,371569.0,16.71,V1
SUNIL SABAVVA SANDRIMANI,371250.0,1,371250.0,16.71,V1
Sh Rattan Singh So Lakhpat Singh Ro Beeranbass Hochak Pogal District Ramban Contractor,371000.0,2,185500.0,31.5,V1
PAWAN KUMAR SANJAY KUMAR,368227.0,1,368227.0,16.71,V1
MANIRUL HAQUE ANSARI,368197.0,1,368197.0,16.71,V1
Parth Construction Company,368034.0,1,368034.0,16.71,V1
DILSHAN CONSTRUCTION,367784.0,2,183892.0,34.61,V1
Poweron Buisness Solutions,367759.0,1,367759.0,16.71,V1
Sabu K A,367621.0,1,367621.0,16.71,V1
MUHAMMED SAKKEER K,365609.0,1,365609.0,16.71,V1
MP STATE AGRO CHHATARPUR,364616.0,1,364616.0,16.71,V1
BDO Dehra Lok Sabha,362500.0,6,60416.666666666664,48.50333333333334,V1
UDAY KIRAN PROJECTS,361591.0,1,361591.0,17.08,V1
Gopinath Ram,360096.0,1,360096.0,17.08,V1
GRAM PANCHAYAT PAHADI WAVAN,360000.0,1,360000.0,17.08,V1
Changada Gp Account,360000.0,3,120000.0,45.946666666666665,V1
Construction of Crematoriums at Gaon Dimoria,360000.0,1,360000.0,17.08,V1
GRAM PANCHAYAT NAYAGAON,360000.0,1,360000.0,17.08,V1
CHHOTU LAL MEENA,359000.0,1,359000.0,17.08,V1
kavita construction company,354348.0,1,354348.0,17.08,V1
PJB BRICKS INDUSTRY,353421.0,1,353421.0,17.08,V1
