vendor_name,total_payment,projects,avg_cost,avg_risk,dataset_version
BEBETO N MARAK,200000.0,1,200000.0,23.85,V1
D BHABANI SANKAR DORA,200000.0,1,200000.0,16.65,V1
TFS ENTERPRISES,200000.0,1,200000.0,16.65,V1
PALASNI JUTH GRAM PANCHAYAT,200000.0,1,200000.0,16.65,V1
UNIQUE TECHNO SOLUTIONS PVT LTD,200000.0,1,200000.0,16.65,V1
BDO Rait,200000.0,1,200000.0,16.65,V1
GP Suin Kufridhar,200000.0,1,200000.0,16.65,V1
JASVANTPURA GRAM PANCHAYAT,200000.0,1,200000.0,16.65,V1
JASKA GRAM PANCHAYAT,200000.0,1,200000.0,16.65,V1
GP SHEKUKHEDA JAWAR,200000.0,1,200000.0,16.65,V1
TUNA GRAM PANCHAYAT,200000.0,1,200000.0,16.65,V1
SARPACH SACHIV GP PADMI,200000.0,1,200000.0,16.65,V1
GRAM PANCHAYAT GOPALPUR,200000.0,1,200000.0,16.65,V1
Gram Panchayat Kot,200000.0,1,200000.0,16.65,V1
utvad gram Panchayat,200000.0,1,200000.0,16.65,V1
SARPANCHASHRI PURAL GRAM PANCHAYAT,200000.0,1,200000.0,16.65,V1
A S SIDDIQUE HARDWARE SHOP,199986.0,1,199986.0,16.65,V1
MARTOLIA TRADERS,199980.0,1,199980.0,16.65,V1
RAMESH,199966.0,1,199966.0,16.65,V1
BHARAT DUTTA,199900.0,1,199900.0,16.65,V1
RAJ KUMAR SAGAR,199862.0,1,199862.0,16.65,V1
RAVALIYA GRAM PANCHAYAT,199852.0,1,199852.0,16.65,V1
SADUM NAGARAJA,199846.0,1,199846.0,16.65,V1
JAY SOMNATH CONSTRUCTION,199843.0,1,199843.0,16.65,V1
GRAM PANCHAYAT VASTANA,199804.0,1,199804.0,16.65,V1
EE HPPWD PALAMPUR,199521.0,1,199521.0,16.65,V1
VEGADAVAV GRAM PANCHAYAT,199331.0,1,199331.0,16.65,V1
K MURUSALEEM,199321.0,1,199321.0,16.65,V1
TIMBA GRAM PANCHAYAT,199308.0,1,199308.0,16.65,V1
ATTARI FABRICATION,199125.0,1,199125.0,16.65,V1
AAVESH RAUF SHEIKH,198998.0,1,198998.0,16.65,V1
SHRI GANESH ASSOCIATES PROPRIETOR NARAYAN SHARMA,198912.0,2,99456.0,35.07,V1
Prasanta Dutta,198865.0,1,198865.0,16.65,V1
S K ROMAN PAINTS HARDWARE AND ELECTRICALS,198652.0,1,198652.0,16.65,V1
MANJUNATH M C,198410.0,1,198410.0,16.65,V1
KANTESHWAR JUTH GRAM PANCHAYAT,198384.0,1,198384.0,16.65,V1
PORDA gram panchayat,197883.0,1,197883.0,16.65,V1
RAJASTHAN CONSTRUCTION AND ENTERPRISES,197303.0,1,197303.0,16.65,V1
ISHITA TRADERS,196942.0,1,196942.0,16.65,V1
BEJ NATH,196000.0,1,196000.0,16.65,V1
INDUS INITIATIVE COUNCIL,195706.0,1,195706.0,16.65,V1
OM SHAKTHI BOREWELLS,195704.0,1,195704.0,16.65,V1
KAVYASHREE ENTERPRISES,194110.0,1,194110.0,16.61,V1
DEVENDER REDDY KAVVA,193764.0,1,193764.0,16.61,V1
SHANKER NATH,193369.0,1,193369.0,16.61,V1
GRAM PANCHAYAT BAGHAYU,192500.0,1,192500.0,23.81,V1
SUDHIR BHATT,191912.0,3,63970.666666666664,45.29333333333333,V1
BHIMANUGAM GRAM PANCHAYAT,189460.0,1,189460.0,16.95,V1
S R S ENTERPRISES,187500.0,1,187500.0,16.95,V1
SUGREEV,187500.0,1,187500.0,16.95,V1
J M DALAPATI,187500.0,1,187500.0,16.95,V1
UMAKANT,187500.0,1,187500.0,16.95,V1
K S HARISH KUMAR,187500.0,1,187500.0,16.95,V1
MADESHA H,187500.0,1,187500.0,16.95,V1
SANTOSH KUMAR MALLICK,187121.0,1,187121.0,16.95,V1
Subash Chander,187000.0,1,187000.0,16.95,V1
Chanchal Singh,185900.0,1,185900.0,26.87,V1
MS A K ENTERPRISE,184294.0,1,184294.0,16.95,V1
SWARAN SINGH CONTRACTOR,182959.0,1,182959.0,16.95,V1
ANSH BUILDING MATERIAL,182650.0,1,182650.0,11.03,V1
Mushtaq Ahmad Panjra,182300.0,1,182300.0,16.95,V1
BHAKTIRATAN DAS,182000.0,1,182000.0,16.95,V1
GRAM PANCHAYAT DAURIYA,180000.0,1,180000.0,16.95,V1
GRAM PANCHAYAT BARIUMRAON,180000.0,1,180000.0,16.95,V1
GRAM PANCHAYAT BANDNI,180000.0,1,180000.0,16.95,V1
SHRI SANKAT MOCHAN JAN KALYAN SAMITI,180000.0,1,180000.0,16.95,V1
GP Barot,180000.0,2,90000.0,35.629999999999995,V1
MANOJ SINGH,179936.0,1,179936.0,16.95,V1
Mir and Co Prop Bilal Ahmad Mir,178709.0,1,178709.0,16.95,V1
ANIJLI SHARMA,178500.0,1,178500.0,16.95,V1
S K Enterprises,177827.0,1,177827.0,42.03,V1
BAJRANG CONSTRUCTION,176528.0,1,176528.0,16.95,V1
Dabbugunta Bhaktavatsalam,176201.0,1,176201.0,16.95,V1
NAHAR TRADING,175600.0,1,175600.0,16.95,V1
Gram Panchayat Tung,175000.0,2,87500.0,35.004999999999995,V1
SARPANCH SACHIV GP DEVGARH,175000.0,1,175000.0,16.95,V1
J S TRADING,172367.0,1,172367.0,16.95,V1
NARESH CONTRACTOR AND TRADING CO,172208.0,1,172208.0,16.95,V1
R P ELECTRICALS,170987.0,1,170987.0,16.95,V1
SUPRIYO DEB,168340.0,1,168340.0,17.25,V1
Sudhawati Devi,168150.0,1,168150.0,17.25,V1
AVTAR TRADING COMPANY,168100.0,1,168100.0,17.25,V1
SHRI CONSTRUCTION,167914.0,1,167914.0,17.25,V1
EXECUTIVE ENGINEER UPPCL EDD III EXP,167287.0,1,167287.0,17.25,V1
ZIMIDARA AGRO STORE,167235.0,1,167235.0,17.25,V1
Assistant Engineer,166785.0,1,166785.0,42.36,V1
Radhey Mohan International,165416.0,1,165416.0,17.25,V1
Mahadev prasad,163113.0,1,163113.0,17.25,V1
THE VK COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED,163052.0,1,163052.0,17.25,V1
BRAJAKISHORE SAHOO,162782.0,1,162782.0,17.25,V1
GILL PAINTS AND HARDWARE STORE,161840.0,2,80920.0,35.0,V1
gp aaju,160080.0,2,80040.0,34.93,V1
SARPANCH GRAM PANCHAYAT BODIDR,160000.0,1,160000.0,17.25,V1
SARPANCH GRAM PANCHAYAT SHIVPUR,160000.0,1,160000.0,24.45,V1
Lamba Cement and Iron Store Ghanauli,159698.0,1,159698.0,17.25,V1
Tahir Mohiuddin Mir,158860.0,1,158860.0,17.25,V1
Exajoule PVT LTD,158500.0,1,158500.0,17.25,V1
GP BHARNAL,156189.0,1,156189.0,17.25,V1
Tariq Ahmad Mir,155000.0,1,155000.0,17.25,V1
Ms Badyal Brothers Cement Store,155000.0,1,155000.0,24.45,V1
MS Daithun Kh Daimari Enterprise,153300.0,1,153300.0,17.25,V1
Debendra Prasad Mohapatra,153096.0,1,153096.0,17.25,V1
ANUJ INTERLOCKING,152251.0,1,152251.0,17.25,V1
JODHPUR VIDYUT VITARAN NIGAM LTD,151449.0,1,151449.0,17.25,V1
EX ENGINEER EDD II,151313.0,1,151313.0,17.25,V1
GOYAL CRUCIBLE HOUSE,150180.0,1,150180.0,17.25,V1
GILL TRADING COMPANY,150000.0,1,150000.0,17.25,V1
cmobistan,150000.0,1,150000.0,17.25,V1
gupta radios,150000.0,1,150000.0,17.25,V1
GRAM PANCHAYAT JAMANI,150000.0,1,150000.0,17.25,V1
GRAM PANCHAYAT HARI BEHNA,150000.0,1,150000.0,17.25,V1
gram panchayat rampur,150000.0,1,150000.0,38.09,V1
GRAM PANCHAYAT MISROD SARPANCH GRAM,150000.0,1,150000.0,17.25,V1
GP CHAURI,150000.0,1,150000.0,17.25,V1
Sarpanch Gram Panchayat Luchgaon,150000.0,1,150000.0,17.25,V1
Sarpanch Gram Panchayat CHACHEDI,150000.0,1,150000.0,17.25,V1
JITAN SAH,150000.0,1,150000.0,17.25,V1
Spectrum Services,150000.0,1,150000.0,17.25,V1
Jiedkupar Kharmaw,150000.0,1,150000.0,0.0,V1
AGLOD GRAM PANCHAYAT,150000.0,1,150000.0,17.25,V1
CHHALVANT JUTH GRAM PANCHAYAT,150000.0,1,150000.0,17.25,V1
Kamdhenu Agency,150000.0,1,150000.0,10.73,V1
DODIWADA GRAM PANCHAYAT,150000.0,1,150000.0,17.25,V1
GP JAMONIYA JP BIAORA,150000.0,1,150000.0,17.25,V1
GRAM PANCHAYAT MOKHALI,150000.0,1,150000.0,17.25,V1
RAJA K,150000.0,1,150000.0,17.25,V1
GRAM PANCHAYAT CHHUI,150000.0,1,150000.0,17.25,V1
GRAM PANCHAYAT PALASA,150000.0,1,150000.0,17.25,V1
Rishab Dev Agro Tech,150000.0,1,150000.0,17.25,V1
Gram Panchayat Gounta,150000.0,1,150000.0,17.25,V1
Gram Panchayat Golwan,150000.0,1,150000.0,17.25,V1
Mhatma budh prathmik vidyalaya Musaila Khurd,150000.0,1,150000.0,11.15,V1
NADASHA GRAM PANCHAYAT,150000.0,1,150000.0,17.25,V1
GRAM PANCHAYAT VANGAM,150000.0,1,150000.0,0.0,V1
National Sports and Games,150000.0,1,150000.0,12.85,V1
MEMAR GRAM PANCHAYAT,149916.0,1,149916.0,17.25,V1
LONGKI PHANGCHO,149830.0,1,149830.0,17.25,V1
Gram Panchayat Sarol,149829.0,1,149829.0,17.25,V1
Sarpanch Gram Panchayat Pouni,149800.0,1,149800.0,17.25,V1
lakhwinder singh,149600.0,1,149600.0,17.25,V1
SRI JALADHARE BOREWELLS,149597.0,1,149597.0,17.25,V1
VAJEWAL grampanchayat,149494.0,1,149494.0,17.25,V1
KOTARIYA gram panchayat,149494.0,1,149494.0,17.25,V1
CEO JP Pali sansad mad 18th,149233.0,1,149233.0,17.25,V1
BIDHANSABHA KSHETRA OBRA SAHAYAK ABHIYANTA,149018.0,2,74509.0,34.8,V1
PUNNIYAKHIDI,148562.0,1,148562.0,17.25,V1
NEELAM,148180.0,1,148180.0,17.25,V1
YOGENDRA KUMAR PATEL,148020.0,1,148020.0,17.25,V1
RAJENDRA PRASAD OJHA,147913.0,1,147913.0,17.25,V1
ACHU ALIAS ALEX,147568.0,1,147568.0,17.17,V1
MRITYUNJOY KHANIKAR,146750.0,1,146750.0,17.17,V1
SURADA SONIYA,146346.0,1,146346.0,17.17,V1
JUNIOR ENGINEER RDSD BOKARO,145000.0,4,36250.0,46.7,V1
CEO Janpad Katghora,145000.0,1,145000.0,17.17,V1
GANGA ARYA,144775.0,1,144775.0,17.17,V1
Keshav Dutt and Brothers,144484.0,1,144484.0,17.17,V1
ANITA,142545.0,1,142545.0,17.17,V1
BHARAT TRADING CO,141060.0,1,141060.0,17.17,V1
Anmol Kalia,140519.0,1,140519.0,17.17,V1
Karsan Singla Govt Contractor,139935.0,1,139935.0,17.17,V1
Sangrur Tiles,136800.0,1,136800.0,24.56,V1
Gouranga Charan,136025.0,1,136025.0,17.36,V1
Gurnoor building material,134400.0,1,134400.0,17.36,V1
THE MEHLA COOP LC SOCIETY,134080.0,1,134080.0,17.36,V1
Pradip Saha,133961.0,1,133961.0,14.24,V1
MRK CONSTRUCTIONS,133800.0,1,133800.0,17.36,V1
Shankar Singh,133700.0,1,133700.0,17.36,V1
Mehraj ud Din Shah,133300.0,1,133300.0,17.36,V1
Sh Anchal Singh So Khushi Ram Ro Kumate Tehsil Rajgarh District Ramban Contractor,131300.0,1,131300.0,17.36,V1
BHAWNA,130941.0,1,130941.0,17.36,V1
Tirumalasetty Ashok Kumar,130677.0,1,130677.0,17.36,V1
Bhagirathi Gond,130339.0,1,130339.0,17.36,V1
jai maa bhawani construction,129800.0,1,129800.0,17.36,V1
Dasmesh tiles and buliding material,128838.0,1,128838.0,17.36,V1
KUMAS GRAM PANCHAYAT,125265.0,1,125265.0,17.32,V1
KavalYellaiah,125000.0,1,125000.0,17.32,V1
gram panchayat lalutola,125000.0,1,125000.0,17.32,V1
SRI TIRUMALA ELEVATORS AND ENTERPRISES,125000.0,1,125000.0,17.32,V1
DAS ENTERPRISE,125000.0,1,125000.0,17.32,V1
Jambugoral Gram Panchayat,125000.0,1,125000.0,17.32,V1
Suryanarayana Bagepalli,125000.0,1,125000.0,17.32,V1
GRAM PANCHAYAT SURELA KISHOR SFC,125000.0,1,125000.0,17.32,V1
Project Manager Nirmiti kendra gadag,125000.0,1,125000.0,17.32,V1
GP Kupahda,125000.0,1,125000.0,17.32,V1
MAHESH KULAGUDE,124731.0,1,124731.0,17.32,V1
SANJU SHIVAPPA JEEVANNAVAR,124708.0,1,124708.0,17.32,V1
PRIYESH GOUNDADKAR,124690.0,1,124690.0,17.32,V1
GRAM PANCHAYAT SARSED,124582.0,1,124582.0,17.32,V1
AJITH KUMAR P T,123954.0,1,123954.0,17.32,V1
SHRISHAIL BUDDAPPA HONNAKORE,123588.0,1,123588.0,17.32,V1
GP Rathiar,123569.0,1,123569.0,0.0,V1
AEN AVVNL KDL JJM,123350.0,1,123350.0,17.32,V1
Vinod Kumar Parashar,123270.0,1,123270.0,17.32,V1
KIRAN TEJASWI YALIBALLI,122233.0,1,122233.0,17.32,V1
RAJESH KUMAR,121778.0,2,60889.0,34.8,V1
VEERESH G,121252.0,1,121252.0,17.32,V1
DIPTI ENTERPRISE,120703.0,1,120703.0,17.32,V1
Ghulam Hassan Mir,120515.0,1,120515.0,17.32,V1
P HANUMANTHAPPA,120178.0,1,120178.0,17.32,V1
PradhanGP Kufri,120000.0,1,120000.0,17.32,V1
GP Pangna,120000.0,2,60000.0,34.8,V1
Biju Hussain,120000.0,1,120000.0,17.32,V1
Sarpanch Gram Panchayat KERIYA,120000.0,1,120000.0,17.32,V1
VADU GRAM PANCHAYAT,120000.0,1,120000.0,17.32,V1
PATDI,120000.0,1,120000.0,17.32,V1
Gram Panchayat Pali,120000.0,1,120000.0,17.32,V1
Gram Panchayat Silh Badhani,120000.0,1,120000.0,17.32,V1
Gram Panchayat Kathog,120000.0,2,60000.0,34.8,V1
THIRUPATHYRAJ R,120000.0,1,120000.0,17.32,V1
SEXNA CABLE INDUSTRIES,119861.0,1,119861.0,17.32,V1
DAPPU MAHENDER,119842.0,1,119842.0,17.32,V1
KIRAN RADDER,119696.0,1,119696.0,17.32,V1
TARA SINGH BKO,119279.0,1,119279.0,17.32,V1
Sahib Preet Traders,118556.0,1,118556.0,17.32,V1
GUPS CHERUPULASSERY,117924.0,1,117924.0,17.32,V1
Karsan Singla Govt Cont,117111.0,1,117111.0,17.32,V1
MS SHRIDEVI ASSOCIATS PROP DEEPAK PATIL,117043.0,1,117043.0,17.32,V1
Markanti Sathish,116872.0,1,116872.0,17.32,V1
SECRETARY PATTIAM GRAMAPANCHAYATH,116600.0,1,116600.0,17.41,V1
RACHNA ENTERPRISES,115000.0,1,115000.0,17.41,V1
CAPITAL AC EDD BEHAT,113721.0,1,113721.0,17.41,V1
DILEEP,113649.0,1,113649.0,17.41,V1
Sarpanch Cement Iron Store,110527.0,1,110527.0,17.41,V1
KAPS MOTORS,110518.0,1,110518.0,17.41,V1
sarabjit cement store vill baddon,110071.0,2,55035.5,35.045,V1
BHULLAR FARMS,109201.0,2,54600.5,34.98,V1
Gourav Verma,108155.0,1,108155.0,17.41,V1
BANWARI LAL SURESH KUMAR,106332.0,1,106332.0,17.41,V1
AMA ZILA PANCHAYAT UTTARKASHI,106100.0,1,106100.0,17.41,V1
ANUJ Panwar,106092.0,1,106092.0,17.41,V1
Warsi Medico Systems and Services,106000.0,1,106000.0,17.41,V1
KARMJIT SINGH,105638.0,1,105638.0,17.41,V1
GRAM PANCHAYAT LIMTARA,105317.0,1,105317.0,17.41,V1
PRITOM TRIBEDI,104000.0,1,104000.0,17.41,V1
GRAM PANCHAYAT TILA,103819.0,1,103819.0,17.41,V1
gram panchayat sijora,103817.0,1,103817.0,17.41,V1
VENGADACHALAM,102421.0,1,102421.0,17.41,V1
The RUDRA CO OP L AND C SOCIETY LTD,102115.0,2,51057.5,35.32,V1
Kashipura Gram Panchayat,100000.0,1,100000.0,17.41,V1
JETHOLI GRAM PANCHYAT GRAM PANCHYAT,100000.0,1,100000.0,17.41,V1
gram panchayat noni,100000.0,1,100000.0,17.41,V1
gram panchayat katkuhi,100000.0,1,100000.0,17.41,V1
gram panchayat khamariya,100000.0,1,100000.0,17.41,V1
G P Nichala Garoru,100000.0,1,100000.0,17.41,V1
GP Kutahar,100000.0,1,100000.0,17.41,V1
Gram Panchayat Hataun,100000.0,1,100000.0,17.41,V1
KHOKHARAUMAR GROUP GRAM PANCHAYAT,100000.0,1,100000.0,17.41,V1
Sec GP Parsda Hawani,100000.0,1,100000.0,17.41,V1
KAHONA GRAM PANCAHAYT,100000.0,1,100000.0,17.41,V1
JB BROTHERS,100000.0,1,100000.0,17.41,V1
GP MASERAN,100000.0,1,100000.0,17.41,V1
Gritalson Arengh,100000.0,1,100000.0,17.41,V1
Gram Panchayat Dashrangpur,100000.0,1,100000.0,17.41,V1
Gram Panchayat Navlaye,100000.0,1,100000.0,17.41,V1
GRAM PANCHAYAT KANAJIYA,100000.0,1,100000.0,17.41,V1
GRAM PANCHAYAT NAWATOLA,100000.0,1,100000.0,17.41,V1
GRAM PANCHYAT KHAMI,100000.0,1,100000.0,17.41,V1
GRAM PANCHAYAT MATKULI SFC,100000.0,1,100000.0,17.41,V1
Gram Panchayat Gothda,100000.0,1,100000.0,17.41,V1
OSLAM GRAM PANCHAYT,100000.0,1,100000.0,17.41,V1
SARPANCH GRAM PANCHAYAT CHOURAHET,100000.0,1,100000.0,17.41,V1
sarpanch gp khamrajethu,100000.0,1,100000.0,17.41,V1
Gram Panchayat Mahratola,100000.0,1,100000.0,17.41,V1
UGTA SURAJ,100000.0,1,100000.0,17.41,V1
FELSANI GRAM PANCHYAT GRAM PANCHYAT,100000.0,1,100000.0,17.41,V1
Nityanand Palariya,100000.0,1,100000.0,17.41,V1
GRAM PANCHAYAT SANDIYA SFC,100000.0,1,100000.0,17.41,V1
GRAM PANCHAYAT RAMHEPUR,100000.0,1,100000.0,17.41,V1
GRAM PANCHAYAT SANGALI,100000.0,1,100000.0,17.41,V1
BDO Nagrota Bagwan,100000.0,1,100000.0,0.0,V1
FULETRA GRAM PANCHAYAT,100000.0,1,100000.0,17.41,V1
GP SILARIKALA JP UDAIPURA,100000.0,1,100000.0,17.41,V1
BANDISERVAN GRAM PANCHAYAT,100000.0,1,100000.0,17.41,V1
NAVGAMA GRAM PANCHYAT GRAM PANCHYAT,100000.0,1,100000.0,17.41,V1
Tejpura gram panchayat,100000.0,1,100000.0,17.41,V1
THADOD GRAM PANCHAYAT,100000.0,1,100000.0,17.41,V1
YVS Fitness and gym equipment,100000.0,1,100000.0,17.41,V1
V HARI BABU,99980.0,1,99980.0,17.41,V1
RATU MONI SARMAH,99926.0,1,99926.0,17.41,V1
DHANVADA GRAM PANCHAYAT,99816.0,1,99816.0,17.41,V1
SHIV CONSTRUCTICN KATSOORA,99540.0,1,99540.0,3.93,V1
Gram Panchayat Napa Talpad,99462.0,1,99462.0,17.41,V1
MAHESH CHANDRA,99277.0,1,99277.0,17.41,V1
JESAPURA gram panchayat,99210.0,1,99210.0,17.41,V1
shivoham by Gajanan,98654.0,1,98654.0,17.41,V1
MS JOSHI ENTERPRISES,98092.0,1,98092.0,17.41,V1
ms Karam Chand hari singh bko,97944.0,1,97944.0,24.61,V1
Asha Devi,97068.0,1,97068.0,29.42,V1
Inderjeet Singh,96600.0,1,96600.0,17.41,V1
VARDHAN ENTERPRISE,96000.0,2,48000.0,39.19,V1
BDO LAKHANPUR,95982.0,3,31994.0,45.85,V1
Sachiv gram panchayat Mehraghat,94000.0,2,47000.0,34.8,V1
Jagdeep Singh,93800.0,2,46900.0,34.8,V1
GS TILES,93200.0,1,93200.0,17.41,V1
HEADMISTRESS SNUPS CHURULY,92752.0,1,92752.0,17.41,V1
HP STate Civil Supplies Corporation Limited Shimla,92000.0,1,92000.0,17.41,V1
GH LANDSCAPES,92000.0,1,92000.0,17.41,V1
AAI LAXMI ENTERPRISE,89557.0,1,89557.0,17.41,V1
Surya Bricks Company,89094.0,1,89094.0,17.41,V1
Rajul Ahmed,87920.0,1,87920.0,17.21,V1
Rabbul Hussain,87920.0,1,87920.0,17.21,V1
Abduk Rajak,87920.0,1,87920.0,17.21,V1
DEVI LAL KUMAWAT,84520.0,1,84520.0,17.21,V1
Surendra Kumar Sharma,83480.0,1,83480.0,0.0,V1
SONIA RANI,82800.0,1,82800.0,17.21,V1
BASANT KUMAR,81850.0,1,81850.0,17.21,V1
SHANKAR LAL BASER,81052.0,1,81052.0,17.21,V1
sagar general store,80270.0,1,80270.0,17.21,V1
Jyoti Rawat,80256.0,1,80256.0,17.21,V1
SUNITA,80040.0,1,80040.0,4.1,V1
GP Thali,80000.0,1,80000.0,17.21,V1
GP Urla,80000.0,1,80000.0,17.21,V1
GP Baridhar,80000.0,1,80000.0,17.21,V1
GP Sorta,80000.0,1,80000.0,17.21,V1
GP Belardhar,80000.0,1,80000.0,17.21,V1
Executive Engineer Public Health Works Division Morbi,79883.0,1,79883.0,17.21,V1
PTA GOVT UP SCHOOL KALARCODE,79370.0,1,79370.0,17.21,V1
Pinninti Ramanamma,78792.0,1,78792.0,17.21,V1
Aggarwal Sanitary Store,77870.0,1,77870.0,17.21,V1
Bushahr Trades,77275.0,1,77275.0,17.13,V1
SIRA RONGHANGPI,77000.0,1,77000.0,20.69,V1
M S 790 NSS KARAYOGAM NADUBHAGAM,75558.0,1,75558.0,17.13,V1
RAINU CONSTRUCTION COMPANY,75520.0,1,75520.0,17.13,V1
Rema N R,75337.0,1,75337.0,17.13,V1
SFC GRAM PANCHAYAT MATHNI,75000.0,1,75000.0,17.13,V1
Sachiv Gram panchayat kulamadi,75000.0,1,75000.0,17.13,V1
YADAV TRADERS,75000.0,1,75000.0,17.13,V1
GRAM PANCHYATBINEKI,75000.0,1,75000.0,17.13,V1
GRAM PANCHYAT LINGPANI,75000.0,1,75000.0,17.13,V1
GP SAGONIYA JP BADI,75000.0,1,75000.0,17.13,V1
ASSISTANT ENGINEER LAEO BODHGAYA VIDHAN SABHA,74976.0,1,74976.0,17.13,V1
MR KURWAN GRAM PANCHAYAT KURWAN,74945.0,1,74945.0,17.13,V1
ASSISTANT ENGINEER WAZIRGANJ,74674.0,1,74674.0,17.13,V1
Videya vanti,74124.0,1,74124.0,17.13,V1
Sachiv gram panchayat Nitaya,74000.0,1,74000.0,17.13,V1
SHARADA CONSTRUCTION AND SUPLIERS,73331.0,1,73331.0,17.13,V1
RANA CONTRACTOR AND SUPPLIER,72688.0,1,72688.0,17.13,V1
bdo lamgara royalty,72572.0,1,72572.0,17.13,V1
Beant Singh,71218.0,1,71218.0,17.13,V1
RAVINDRA,71170.0,1,71170.0,24.33,V1
Bhupinder Singh,70448.0,1,70448.0,17.13,V1
ASHOK KUMAR RATHORE,70240.0,1,70240.0,24.33,V1
Dhanaula Pump Store,70000.0,1,70000.0,17.13,V1
Gram Panchayat Bhadyara bhulla,70000.0,1,70000.0,17.13,V1
Gram Panchayat Bharol,70000.0,1,70000.0,17.13,V1
Gram Panchayat Matehar,70000.0,1,70000.0,17.13,V1
Gram Panchayat Bihun,70000.0,1,70000.0,17.13,V1
Sewa Bharti samitti Ropri Kalehru,70000.0,1,70000.0,17.13,V1
Gram Panhayat Tullah,70000.0,1,70000.0,17.13,V1
Gram Panchayat Trembli,70000.0,1,70000.0,17.13,V1
Gram Panchayat Nauhali,70000.0,1,70000.0,17.13,V1
Gram Panchayat Khadiar,70000.0,1,70000.0,17.13,V1
Gram Panchayat Langna,70000.0,1,70000.0,17.13,V1
Gram Panchayat Tikroo,70000.0,1,70000.0,17.13,V1
Gram panchayat Kolang,70000.0,1,70000.0,17.13,V1
Gram Panchayat Talkehar,70000.0,1,70000.0,17.13,V1
Gram Panchayat Pihar Bhedlu,70000.0,1,70000.0,17.13,V1
Gram Panchayat Khaddar,70000.0,1,70000.0,17.13,V1
Gram Panchayat Bhadyara,70000.0,1,70000.0,17.13,V1
Gram Panchayat Utpur,70000.0,1,70000.0,17.13,V1
AE ARWAL,69739.0,1,69739.0,17.13,V1
Sudhir Bare,69700.0,1,69700.0,17.13,V1
GURU NANAK CEMENT STORE,69000.0,1,69000.0,24.33,V1
Banty Electrical,68668.0,1,68668.0,17.17,V1
aakash,68627.0,1,68627.0,17.17,V1
Sri Ragavendra Bore wells,68627.0,1,68627.0,17.17,V1
Amar Agro Industries,68250.0,1,68250.0,17.17,V1
GAURAV,67350.0,1,67350.0,14.12,V1
GRAM PANCHAYAT KHANNI JHIKLI,65000.0,1,65000.0,17.43,V1
puran singh,64260.0,1,64260.0,17.43,V1
HEADMASTER GUPS KAMBALAKKAD,64000.0,1,64000.0,17.43,V1
Manpreet Singh,63920.0,1,63920.0,17.43,V1
jasvir Singh,62962.0,1,62962.0,17.43,V1
sarfraz khan,62118.0,1,62118.0,17.43,V1
Lahori Ram,62000.0,1,62000.0,24.63,V1
Laxmi Health Agencies,61425.0,1,61425.0,17.43,V1
RAJKUMAR DUARAH,61420.0,1,61420.0,17.43,V1
mausam kumar,60270.0,1,60270.0,17.43,V1
sarpanch gp khajriantu,60000.0,1,60000.0,17.43,V1
sarpanch gp dhala,60000.0,1,60000.0,17.43,V1
GP Bhararoo,60000.0,1,60000.0,17.43,V1
GP Hargunen,60000.0,1,60000.0,17.43,V1
GP Kunnu,60000.0,1,60000.0,17.43,V1
Prashar Yuvak Mandal Rehardhar,60000.0,1,60000.0,17.43,V1
PradhanGP Kadhar,60000.0,1,60000.0,17.43,V1
Pradhan GP Masoli,60000.0,1,60000.0,17.43,V1
Gram Panchayat Bhager,60000.0,1,60000.0,17.43,V1
GRAM PANCHAYAT ARJUNWADI,60000.0,1,60000.0,17.43,V1
Gram Panchayat Latran,60000.0,1,60000.0,17.43,V1
Pradhan GP Dhart Bagla Sec GP Dart Bagala,60000.0,1,60000.0,17.43,V1
Shri Radha Krishan Contractor,59991.0,1,59991.0,17.43,V1
JADU RAIDANGIA,59200.0,1,59200.0,17.43,V1
VIVEK ENTERPRISES,59156.0,2,29578.0,35.43,V1
MADHAV KUMAR RADHE SHAM,59105.0,1,59105.0,17.43,V1
SHREE BALAJI ENTERPRISES,57520.0,1,57520.0,17.43,V1
MS Bezbaruah Enterprise,56916.0,1,56916.0,17.43,V1
Sarpanch Kulwant Kaur,56100.0,1,56100.0,17.43,V1
SIX FILTERS TECHNOLOGY,56000.0,1,56000.0,17.43,V1
MAHENDRA SINGH,55185.0,1,55185.0,17.43,V1
UJJAWAL ENTERPRISE,53460.0,1,53460.0,17.43,V1
Nemi Chand Sharma,53252.0,1,53252.0,17.43,V1
KERIYA GRAM PANCHAYAT,51000.0,1,51000.0,17.43,V1
Jodh Singh Sarpanch Rabbon Uchi,50848.0,1,50848.0,17.43,V1
GP CHHAWARA JP BADI,50000.0,1,50000.0,17.43,V1
Gram Panchayat Dahevan,50000.0,1,50000.0,17.43,V1
Sarpanch Gram Panchayat Hirankheda,50000.0,1,50000.0,17.43,V1
Gram Panchayat Umlav,50000.0,1,50000.0,17.43,V1
Sarpanch Gram Panchayat Vasaniyakalan,50000.0,1,50000.0,17.43,V1
GRAM PANCHAYAT RAIKHEDI SFC,50000.0,1,50000.0,17.43,V1
SEDARADI GRAM PANCHAYAT,50000.0,1,50000.0,17.43,V1
Sarpanch Gram Panchayat Somalwada,50000.0,1,50000.0,17.43,V1
Negi supplier,50000.0,1,50000.0,17.43,V1
